topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0608H,NYT19981105.0062,3448,Some luxury makers are also adding these for rear seat passengers.,NYT19981105.0076,3448,Some luxury makers are also adding these for rear seat passengers.,"3448, 3514","3448, 3514",Some luxury makers are also adding these for rear seat passengers.,Some luxury makers are also adding these for rear seat passengers.,0,0.74381363
D0608H,NYT19981105.0062,3515,"For true safety, however, the use of seat belts to hold driver and passengers in place is a key element.",NYT19981105.0062,3515,"For true safety, however, the use of seat belts to hold driver and passengers in place is a key element.","3515, 3518;3541, 3619","3515, 3518;3541, 3619",For...the use of seat belts to hold driver and passengers in place is a key element.,For...the use of seat belts to hold driver and passengers in place is a key element.,0,0.7356308
D0608H,NYT19981105.0062,3515,"For true safety, however, the use of seat belts to hold driver and passengers in place is a key element.",NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3680;3734, 3789","3515, 3518;3541, 3619",Seat belts...for holding one in place in the event of a sudden stop.,For...the use of seat belts to hold driver and passengers in place is a key element.,0,0.5349018
D0608H,NYT19981105.0062,3515,"For true safety, however, the use of seat belts to hold driver and passengers in place is a key element.",NYT19981105.0076,3515,"For true safety, however, the use of seat belts to hold driver and passengers in place is a key element.","3515, 3518;3541, 3619","3515, 3518;3541, 3619",For...the use of seat belts to hold driver and passengers in place is a key element.,For...the use of seat belts to hold driver and passengers in place is a key element.,0,0.7356308
D0608H,NYT19981105.0062,3515,"For true safety, however, the use of seat belts to hold driver and passengers in place is a key element.",NYT19981105.0076,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3680;3734, 3789","3515, 3518;3541, 3619",Seat belts...for holding one in place in the event of a sudden stop.,For...the use of seat belts to hold driver and passengers in place is a key element.,0,0.5349018
D0608H,NYT19981105.0062,3620,Relying on the air bags alone won't do the trick.,NYT19981105.0062,3620,Relying on the air bags alone won't do the trick.,"3620, 3649","3620, 3649",Relying on the air bags alone,Relying on the air bags alone,0,0.7120825
D0608H,NYT19981105.0062,3620,Relying on the air bags alone won't do the trick.,NYT19981105.0076,3620,Relying on the air bags alone won't do the trick.,"3620, 3649","3620, 3649",Relying on the air bags alone,Relying on the air bags alone,0,0.7120825
D0608H,NYT19981105.0062,3620,Relying on the air bags alone won't do the trick.,NYT19981105.0062,3620,Relying on the air bags alone won't do the trick.,"3620, 3669","3620, 3669",Relying on the air bags alone won't do the trick.,Relying on the air bags alone won't do the trick.,0,0.7482607
D0608H,NYT19981105.0062,3620,Relying on the air bags alone won't do the trick.,NYT19981105.0076,3620,Relying on the air bags alone won't do the trick.,"3620, 3669","3620, 3669",Relying on the air bags alone won't do the trick.,Relying on the air bags alone won't do the trick.,0,0.7482607
D0608H,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3789","3670, 3789",Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,0,0.74796647
D0608H,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3680;3734, 3789","3670, 3789",Seat belts...for holding one in place in the event of a sudden stop.,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,0,0.70041686
D0608H,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,NYT19981105.0076,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3789","3670, 3789",Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,0,0.74796647
D0608H,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,NYT19981105.0076,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3680;3734, 3789","3670, 3789",Seat belts...for holding one in place in the event of a sudden stop.,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,0,0.70041686
D0608H,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3789","3670, 3680;3734, 3789",Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,Seat belts...for holding one in place in the event of a sudden stop.,0,0.57010853
D0608H,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3680;3734, 3789","3670, 3680;3734, 3789",Seat belts...for holding one in place in the event of a sudden stop.,Seat belts...for holding one in place in the event of a sudden stop.,0,0.7489567
D0608H,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,NYT19981105.0076,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3789","3670, 3680;3734, 3789",Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,Seat belts...for holding one in place in the event of a sudden stop.,0,0.57010853
D0608H,NYT19981105.0062,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,NYT19981105.0076,3670,Seat belts have also been greatly improved both for comfort and for holding one in place in the event of a sudden stop.,"3670, 3680;3734, 3789","3670, 3680;3734, 3789",Seat belts...for holding one in place in the event of a sudden stop.,Seat belts...for holding one in place in the event of a sudden stop.,0,0.7489567
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19980807.0238,1285,"This car is, without a doubt, the safest Volvo ever built, thanks to innovations including computerized stability and traction control, advanced antilock braking, new seats that offer much-improved whiplash protection in rear-end crashes, and the ``inflatable curtain,'' Volvo's version of the side airbag system to protect the driver and front passenger in the event of a T-bone collision.","1448, 1457;1463, 1522","3790, 3857",new seats...offer much-improved whiplash protection in rear-end crashes,Some makers are giving added protection to avoid whiplash injuries.,0,0.53187454
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,"3790, 3857","3790, 3857",Some makers are giving added protection to avoid whiplash injuries.,Some makers are giving added protection to avoid whiplash injuries.,0,0.7309195
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,"3790, 3801;3813, 3857","3790, 3857",Some makers...added protection to avoid whiplash injuries.,Some makers are giving added protection to avoid whiplash injuries.,0,0.7194909
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19981105.0076,3790,Some makers are giving added protection to avoid whiplash injuries.,"3790, 3857","3790, 3857",Some makers are giving added protection to avoid whiplash injuries.,Some makers are giving added protection to avoid whiplash injuries.,0,0.7309195
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19981105.0076,3790,Some makers are giving added protection to avoid whiplash injuries.,"3790, 3801;3813, 3857","3790, 3857",Some makers...added protection to avoid whiplash injuries.,Some makers are giving added protection to avoid whiplash injuries.,0,0.7194909
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19980807.0238,1285,"This car is, without a doubt, the safest Volvo ever built, thanks to innovations including computerized stability and traction control, advanced antilock braking, new seats that offer much-improved whiplash protection in rear-end crashes, and the ``inflatable curtain,'' Volvo's version of the side airbag system to protect the driver and front passenger in the event of a T-bone collision.","1448, 1457;1463, 1522","3790, 3801;3813, 3857",new seats...offer much-improved whiplash protection in rear-end crashes,Some makers...added protection to avoid whiplash injuries.,0,0.5209645
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,"3790, 3857","3790, 3801;3813, 3857",Some makers are giving added protection to avoid whiplash injuries.,Some makers...added protection to avoid whiplash injuries.,0,0.73657405
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,"3790, 3801;3813, 3857","3790, 3801;3813, 3857",Some makers...added protection to avoid whiplash injuries.,Some makers...added protection to avoid whiplash injuries.,0,0.7313895
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19981105.0076,3790,Some makers are giving added protection to avoid whiplash injuries.,"3790, 3857","3790, 3801;3813, 3857",Some makers are giving added protection to avoid whiplash injuries.,Some makers...added protection to avoid whiplash injuries.,0,0.73657405
D0608H,NYT19981105.0062,3790,Some makers are giving added protection to avoid whiplash injuries.,NYT19981105.0076,3790,Some makers are giving added protection to avoid whiplash injuries.,"3790, 3801;3813, 3857","3790, 3801;3813, 3857",Some makers...added protection to avoid whiplash injuries.,Some makers...added protection to avoid whiplash injuries.,0,0.7313895
D0608H,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,"3858, 3946","3858, 3946",Volvo has a new whiplash Protection System allowing the seat backrest and head restraint,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint,0,0.7263481
D0608H,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,"3910, 3992","3858, 3946",the seat backrest and head restraint to shift backward during rear-end collisions.,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint,0,0.6008589
D0608H,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,NYT19981105.0076,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,"3858, 3946","3858, 3946",Volvo has a new whiplash Protection System allowing the seat backrest and head restraint,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint,0,0.7263481
D0608H,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,NYT19981105.0076,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,"3910, 3992","3858, 3946",the seat backrest and head restraint to shift backward during rear-end collisions.,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint,0,0.6008589
D0608H,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,"3858, 3946","3910, 3992",Volvo has a new whiplash Protection System allowing the seat backrest and head restraint,the seat backrest and head restraint to shift backward during rear-end collisions.,0,0.5466004
D0608H,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,"3910, 3992","3910, 3992",the seat backrest and head restraint to shift backward during rear-end collisions.,the seat backrest and head restraint to shift backward during rear-end collisions.,0,0.75039315
D0608H,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,NYT19981105.0076,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,"3858, 3946","3910, 3992",Volvo has a new whiplash Protection System allowing the seat backrest and head restraint,the seat backrest and head restraint to shift backward during rear-end collisions.,0,0.5466004
D0608H,NYT19981105.0062,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,NYT19981105.0076,3858,Volvo has a new whiplash Protection System allowing the seat backrest and head restraint to shift backward during rear-end collisions.,"3910, 3992","3910, 3992",the seat backrest and head restraint to shift backward during rear-end collisions.,the seat backrest and head restraint to shift backward during rear-end collisions.,0,0.75039315
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",APW19990113.0033,1041,"Properly used child seats reduce the risk of fatal injuries by more than 50 percent, he said.","1041, 1124","4005, 4015;4017, 4076",Properly used child seats reduce the risk of fatal injuries by more than 50 percent,Volvo says...reduces the force resulting from rear impact by 50 percent.,0,0.5060214
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.","4005, 4015;4017, 4076","4005, 4015;4017, 4076",Volvo says...reduces the force resulting from rear impact by 50 percent.,Volvo says...reduces the force resulting from rear impact by 50 percent.,0,0.7344104
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.","3993, 4003;4017, 4076","4005, 4015;4017, 4076",The system...reduces the force resulting from rear impact by 50 percent.,Volvo says...reduces the force resulting from rear impact by 50 percent.,0,0.7094342
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",NYT19981105.0076,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.","4005, 4015;4017, 4076","4005, 4015;4017, 4076",Volvo says...reduces the force resulting from rear impact by 50 percent.,Volvo says...reduces the force resulting from rear impact by 50 percent.,0,0.7344104
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",NYT19981105.0076,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.","3993, 4003;4017, 4076","4005, 4015;4017, 4076",The system...reduces the force resulting from rear impact by 50 percent.,Volvo says...reduces the force resulting from rear impact by 50 percent.,0,0.7094342
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",APW19990113.0033,1041,"Properly used child seats reduce the risk of fatal injuries by more than 50 percent, he said.","1041, 1124","3993, 4003;4017, 4076",Properly used child seats reduce the risk of fatal injuries by more than 50 percent,The system...reduces the force resulting from rear impact by 50 percent.,0,0.50536174
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.","4005, 4015;4017, 4076","3993, 4003;4017, 4076",Volvo says...reduces the force resulting from rear impact by 50 percent.,The system...reduces the force resulting from rear impact by 50 percent.,0,0.6837429
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.","3993, 4003;4017, 4076","3993, 4003;4017, 4076",The system...reduces the force resulting from rear impact by 50 percent.,The system...reduces the force resulting from rear impact by 50 percent.,0,0.73404014
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",NYT19981105.0076,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.","4005, 4015;4017, 4076","3993, 4003;4017, 4076",Volvo says...reduces the force resulting from rear impact by 50 percent.,The system...reduces the force resulting from rear impact by 50 percent.,0,0.6837429
D0608H,NYT19981105.0062,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.",NYT19981105.0076,3993,"The system, Volvo says, reduces the force resulting from rear impact by 50 percent.","3993, 4003;4017, 4076","3993, 4003;4017, 4076",The system...reduces the force resulting from rear impact by 50 percent.,The system...reduces the force resulting from rear impact by 50 percent.,0,0.73404014
D0608H,NYT19981105.0062,4077,Saab also offers a similar system.,NYT19981105.0062,4077,Saab also offers a similar system.,"4077, 4081;4087, 4111","4077, 4081;4087, 4111",Saab...offers a similar system.,Saab...offers a similar system.,0,0.7328279
D0608H,NYT19981105.0062,4077,Saab also offers a similar system.,NYT19981105.0076,4077,Saab also offers a similar system.,"4077, 4081;4087, 4111","4077, 4081;4087, 4111",Saab...offers a similar system.,Saab...offers a similar system.,0,0.7328279
D0608H,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,"4112, 4251","4112, 4251",Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,0,0.7387296
D0608H,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,"4147, 4161;4210, 4251","4112, 4251",driver-systems...automatically adjust to prevent spinouts.,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,0,0.6771832
D0608H,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,NYT19981105.0076,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,"4112, 4251","4112, 4251",Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,0,0.7387296
D0608H,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,NYT19981105.0076,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,"4147, 4161;4210, 4251","4112, 4251",driver-systems...automatically adjust to prevent spinouts.,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,0,0.6771832
D0608H,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,"4112, 4251","4147, 4161;4210, 4251",Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,driver-systems...automatically adjust to prevent spinouts.,0,0.62157404
D0608H,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,"4147, 4161;4210, 4251","4147, 4161;4210, 4251",driver-systems...automatically adjust to prevent spinouts.,driver-systems...automatically adjust to prevent spinouts.,0,0.7235024
D0608H,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,NYT19981105.0076,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,"4112, 4251","4147, 4161;4210, 4251",Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,driver-systems...automatically adjust to prevent spinouts.,0,0.62157404
D0608H,NYT19981105.0062,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,NYT19981105.0076,4112,Many luxury vehicles are providing driver-systems that sense steering and traction conditions and automatically adjust to prevent spinouts.,"4147, 4161;4210, 4251","4147, 4161;4210, 4251",driver-systems...automatically adjust to prevent spinouts.,driver-systems...automatically adjust to prevent spinouts.,0,0.7235024
D0608H,NYT19981105.0062,4252,BMW is including one in its new 3-Series.,NYT19981105.0062,4252,BMW is including one in its new 3-Series.,"4252, 4293","4252, 4293",BMW is including one in its new 3-Series.,BMW is including one in its new 3-Series.,0,0.73950875
D0608H,NYT19981105.0062,4252,BMW is including one in its new 3-Series.,NYT19981105.0076,4252,BMW is including one in its new 3-Series.,"4252, 4293","4252, 4293",BMW is including one in its new 3-Series.,BMW is including one in its new 3-Series.,0,0.73950875
D0608H,NYT19981105.0062,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,NYT19981105.0062,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,"4294, 4389","4294, 4389",Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,0,0.73525214
D0608H,NYT19981105.0062,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,NYT19981105.0062,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,"4330, 4336;4352, 4389","4294, 4389",almost...in preventing accidents than airbags.,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,0,0.5620202
D0608H,NYT19981105.0062,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,NYT19981105.0076,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,"4294, 4389","4294, 4389",Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,0,0.73525214
D0608H,NYT19981105.0062,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,NYT19981105.0076,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,"4330, 4336;4352, 4389","4294, 4389",almost...in preventing accidents than airbags.,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,0,0.5620202
D0608H,NYT19981105.0062,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,NYT19981105.0062,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,"4330, 4336;4352, 4389","4330, 4336;4352, 4389",almost...in preventing accidents than airbags.,almost...in preventing accidents than airbags.,0,0.62713385
D0608H,NYT19981105.0062,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,NYT19981105.0076,4294,Antilock brakes have been hailed as almost more important in preventing accidents than airbags.,"4330, 4336;4352, 4389","4330, 4336;4352, 4389",almost...in preventing accidents than airbags.,almost...in preventing accidents than airbags.,0,0.62713385
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4516","4390, 4516",The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,0,0.7473863
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4400;4414, 4485","4390, 4516",The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,0,0.7297641
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4400;4490, 4516","4390, 4516",The brakes...to aid in stopping faster.,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,0,0.7266443
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0062,6153,"Even if traction is lost on three wheels, new systems from Jeep and Mercedes will shift the power to the one wheel with traction, keeping the vehicle from skidding on ice or snow.","6195, 6229;6283, 6332","4390, 4516",new systems from Jeep and Mercedes...keeping the vehicle from skidding on ice or snow.,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,0,0.5159861
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0076,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4516","4390, 4516",The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,0,0.7473863
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0076,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4400;4414, 4485","4390, 4516",The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,0,0.7297641
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0076,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4400;4490, 4516","4390, 4516",The brakes...to aid in stopping faster.,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,0,0.7266443
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0076,6153,"Even if traction is lost on three wheels, new systems from Jeep and Mercedes will shift the power to the one wheel with traction, keeping the vehicle from skidding on ice or snow.","6195, 6229;6283, 6332","4390, 4516",new systems from Jeep and Mercedes...keeping the vehicle from skidding on ice or snow.,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,0,0.5159861
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4516","4390, 4400;4414, 4485",The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,0,0.6984109
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4400;4414, 4485","4390, 4400;4414, 4485",The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,0,0.72356266
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0062,6153,"Even if traction is lost on three wheels, new systems from Jeep and Mercedes will shift the power to the one wheel with traction, keeping the vehicle from skidding on ice or snow.","6195, 6229;6283, 6332","4390, 4400;4414, 4485",new systems from Jeep and Mercedes...keeping the vehicle from skidding on ice or snow.,The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,0,0.5751795
